,Job Title,Location,Date,Link,Job Attributes,Job Description
213,Direct Care Staff for Youth Services Programs,Lynn,Jun  6,https://boston.craigslist.org/nos/npo/d/lynn-direct-care-staff-for-youth/6906106387.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


The Direct Care Staff with Centerboard's Youth Services Programs are an integral part of the residents' treatment team. All staff must be well versed in understanding, creating and maintaining a trauma-informed care and be amendable to function as a generalist in the daily care of clients and their environment. Direct Care Staff must become proficient in understanding and treating the behavioral and emotional deficits of at risk youth. They must provide safety and structure while understanding when and how to intervene and teach new, healthier responses to stress and anxiety.

Full-Time/Part-Time Weekend, Evening & Overnight Availability

*Applicants should have experience in a direct care or residential setting as well as working with youth or young adults in goal setting and personal development.
*Primary responsibilities include assisting residents with life skills, setting and achieving goals as well as maintaining a safe environment.
*Strong observational skills and the ability to document all aspects of resident's care and progress.
*Strong communication skills and working with minimal supervision is necessary.
*Additional duties include oversight of program residents and shift requirements.
*Applicants with residential experience or advocacy encouraged to apply.
*Centerboard offers competitive salaries and benefit packages.
*If you are looking for a flexible work environment and want to give back to youth in need, this job is for you.

Job requirements include a valid driver's license, GED or High School Diploma, some college education preferred. MAP certification is required after 90 days of employment (Centerboard will assist with training & certification). Ability to pass CORI/DCF/SORI Background check. Must complete & pass 3 full days of training.

Interested and qualified applicants should apply through our website online application process by using the link below. Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
214,Awake Overnights - Family Advocate for Teen Parenting Program,Melrose,Jun  6,https://boston.craigslist.org/gbs/npo/d/melrose-awake-overnights-family/6906103447.html,"
compensation: Competitive Salary & Benefits

employment type: full-time

","

QR Code Link to This Post


Awake Overnight Opportunities - Teen Living/Parenting Program

Full-Time & Part-Time Shifts: Melrose & Chelsea (Female Candidates)

Teen Living/Parenting Program Family Advocate:
The advocates are an integral part of the client's treatment/support team who insure that services are coordinated and delivered to resident families in a comprehensive manner. All staff must be well versed in understanding, creating and maintaining a trauma-informed culture and be amenable to function as an active support in the daily care of the clients and their environment. Employees will be required to understand and work with behavioral and emotional deficits. Employees must provide a safe and structured environment while understanding how and when to intervene and TEACH new, healthier coping responses to stress and anxiety.

Seventy five percent of the TLP position includes documentation of meetings, goals, assessments, plans, intakes and any other necessary information. Each TLP employee will directly manage a case load of not more than four resident families.  The TLP employee will also be responsible, either as part of the team or while alone on shift, for the safety of all residents and the facility, with requirements of reporting concerns to the necessary parties.

Essential Job Functions: 
-Demonstrated understanding and ability to respond to crisis situations using the model of Trauma Informed Care, Behavior Management and/or Collaborative Proactive Solutions.  
-Completing all required documentation including but not limited to: intake assessment, Bio Psycho Social, Ebed, weekly meetings, goals, progress notes, treatment plans, referrals and any concerns being addressed. 
-Implement individualized treatment plans based on specific needs or goals of each client utilizing community and other available resources. 
-Document all shift related reports, communication logs (filemaker), globe with details of shift related incidents or occurrences. Ensure passing on shift and client related information to the next shift. 
-Responsible for the safety and security of the teens, children and the facility at all times, by providing structured activities & curriculum based groups. 

Overnight specific shift requirements:
-Responsible for hourly rounds/bed checks on all residents throughout the night, insuring safe sleeping and program safety.
-Ensure hourly rounds and client status is documented.
-Clean/stock the facility and common areas.
-Provide morning transportation to youth as needed.
-Remaining awake during the entire shift is required. The appearance of sleeping is not permitted ( ie lying down, eyes closed)

COMPETENCIES AND QUALIFICATIONS:
High School Diploma required and previous experience working with youth or others in a residential setting. A bachelor's degree or some college is preferred. This position requires strong communication and organization skills. Required to pass initial competency evaluation as well as continued assessments of professional development and future trainings. Employees must have a valid driver's license with an acceptable driving record and be willing to use their personal vehicle when Centerboard's vehicles are not available to meet client transportation demands of care or outreach. Individuals are required to connect with youth with healthy relationships and positive interactions.

Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.
Bilingual (Spanish/Portuguese) applicants are encouraged to apply.

Interested and qualified applicants should apply through our website online application process by using the link below. 

https://workforcenow.adp.com/jobs/apply/posting.html?client=cboard#

To learn more about Centerboard, please visit www.centerboard.org    "
215,Awake Overnight Staff for Youth Service Programs,Lynn,Jun  6,https://boston.craigslist.org/nos/npo/d/lynn-awake-overnight-staff-for-youth/6906101798.html,"
compensation: Competitive Salary & Benefits.

employment type: full-time

","

QR Code Link to This Post


The Direct Care Staff with Centerboard's Youth Services Programs are an integral part of the residents' treatment team. All staff must be well versed in understanding, creating and maintaining a trauma-informed care and be amendable to function as a generalist in the daily care of clients and their environment. Direct Care Staff must become proficient in understanding and working with the behavioral and emotional deficits of at risk youth. They must provide safety and structure while understanding when and how to intervene and teach new, healthier responses to stress and anxiety.

Full-Time/Part-Time Weekend Overnight Availability

*Applicants should have experience in a direct care or residential setting as well as working with youth or young adults in goal setting and personal development.
*Primary responsibilities include assisting residents with life skills, setting and achieving goals as well as maintaining a safe environment.
*Strong observational skills and the ability to document all aspects of resident's care and progress.
*Strong communication skills and working with minimal supervision is necessary.
*Additional duties include oversight of program residents and shift requirements.
*Applicants with residential experience or advocacy encouraged to apply.
*Require awake overnight coverage to ensure safety and well being of Centerboard participants

Centerboard offers competitive salaries and benefit packages. If you are looking for a flexible work environment and want to give back to youth in need, this job is for you.

Job requirements include a valid driver's license, GED or High School Diploma, some college education preferred. MAP certification is required after 90 days of employment (Centerboard will assist with training & certification). Ability to pass CORI/DCF/SORI Background check. Must complete & pass 3 full days of training.

Interested and qualified applicants should apply through our website online application process by using the link below. Centerboard offers competitive salary, great benefits, flexible schedules and a fun working environment.

https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=77ae1eae-436b-4b2a-adb1-cf708eaeee3a&ccId=19000101_000001&jobId=143590&source=CC2&lang=en_US


To learn more about Centerboard, please visit www.centerboard.org    "
216,"Online Auction Assistant (10 hours/week, June- Dec)","Bedford, MA",Jun  6,https://boston.craigslist.org/nwb/npo/d/pinehurst-online-auction-assistant-10/6905994922.html,"
compensation: Dependent on experience. Flexible work schedule available

employment type: part-time

non-profit organization

","

QR Code Link to This Post


POSITION SUMMARY: The Online Auction Assistant works with our Marketing and Development team and  plays an important role in making our annual online holiday fundraising auction a success.
RESPONSIBILITIES:
  Solicit items for Online Holiday Auction from local businesses and large national companies. Work from database of existing donors and research and solicit new donors.
  Collect and organize items for the auction as they are donated and input these items into a Content Management System (auction database) with creative, enticing descriptions.
 Take and post photos and company logos as available.
 Track donations, send acknowledgments and complete donor-requested reporting.
 Assist with event promotion.

COMPETENCIES NEEDED:
Effective Communication and Interpersonal Skills:   - Able to identify and persuasively communicate with potential donors by phone, email and in face-to-face interactions.  
Quality of Work: - Maintains high standards despite pressing deadlines; corrects own errors; regularly produces accurate, thorough, professional work.   
Goal Setting & Planning:  - With manager, sets specific, measurable goals that are realistic but challenging; clarifies expectations about what will be done and how; obtains information, resources, and training needed. 
WORK ENVIRONMENT:
While largely working in a professional office environment, the employee occasionally travels by car to meet local donors in the towns we serve and is exposed to changing weather and seasonal conditions. This role regularly requires the use of a computer, telephone and other standard office equipment.    
QUALIFICATIONS:

 Strong Internet research skills and attention to detail.
 Prior fundraising or telephone sales including cold calling preferred.
 Excellent computer skills including Word, Excel and Content Management Systems.
  Experienced with databases. 
 A reliable car is required, as well as a valid driver's license and car insurance. 

TO APPLY:

Apply online at https://www.minutemansenior.org/join-our-team/employment
ABOUT US:
For over 40 years Minuteman Senior Services has helped older and disabled adults age with independence and dignity in the setting of their choice - most often their own homes. We also support caregivers who need help and advice as they balance the competing demands of family, work and self.
 
Know us before you need us!"
217,Community Resource and Referral Specialist,"Waltham, MA",Jun  6,https://boston.craigslist.org/gbs/npo/d/waltham-community-resource-and-referral/6905962884.html,"
compensation: Competitive salary

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking empathetic specialists to provide information, referral, and intake services to elders, individuals with disabilities, their caregivers, and other professionals. The specialists need excellent interpersonal and problem solving skills to provide accurate information tailored to the specific needs of the inquirer.
POSITION DESCRIPTION
Community Resource and Referral Specialists are the ""face of the agency"", often serving as people's first point of contact with Springwell. Resource Specialists work with consumers over the phone, via email, and in person at the Springwell office; they are excellent, non-judgmental listeners, who strive to provide excellent customer service. The Specialists are able to build rapport with both non-professional and professional callers, assess needs, and make appropriate referrals to internal Springwell programs and to external agencies. The team researches community resources and updates informational materials which are utilized by both consumers and Springwell staff. They are also responsible for maintaining records in an internal resource database, and creating consumer records in the state's electronic database.
ESSENTIAL JOB FUNCTIONS
Assess caller's need for services and community resources; research options; provide accurate and unbiased information tailored to the caller
Collaborate with colleagues in other Springwell departments surrounding their resource needs
Maintain existing information sheets used by staff, community partners, and consumers; create new informational materials around topics of interest that are relevant to the Springwell community
Update and maintain community provider records in the internal resource database; research new providers for possible inclusion in the database 
Respond to requests for information from professionals and staff in a timely manner
QUALIFICATIONS
Bachelor's degree and previous social service experience preferably with older adults, individuals with disabilities and/or providing customer/consumer support
Excellent organizational, interpersonal, and communication skills
Ability to learn and navigate internal computer systems
Ability to work both independently and collaboratively with co-workers, adapt to changes and problem-solve.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
4-day work week option for many positions
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Social Services, Elder, Geriatric Care, Human Services, Referral, Information and Referral, Information and Consultation, Customer Service Representative, Human Services, Community, Seniors, Disability, Disabilities, Aging Service Access Point, Area Agency on Aging, ASAP, AAA, AIRS
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1102624-143011.html "
218,☀️Work for Positive Social Change Today☀️Earn avg of $480-$750/wk,Harvard Square,Jun  6,https://boston.craigslist.org/gbs/npo/d/cambridge-work-for-positive-social/6905866903.html,"
compensation: $12-$16/hr

employment type: full-time

internship

non-profit organization

","

QR Code Link to This Post


CLICK THE PHOTO AND APPLY TODAY! Call us at 617-873-0875 with any questions!













"
219,✸Entry Level Organizing with Environment Massachusetts✸,Park Street,Jun  6,https://boston.craigslist.org/gbs/npo/d/boston-entry-level-organizing-with/6905857450.html,"
compensation: $480-$750 per week

employment type: full-time

","

QR Code Link to This Post


Call 617-292-4823 to learn more!












"
220,"Hiring Event for Human Services! - Friday, June 7th",Adams St Library,Jun  6,https://boston.craigslist.org/gbs/npo/d/boston-hiring-event-for-human-services/6905825325.html,"
compensation: $13 - $15 per hour depending on position; Great Benefits & Paid Time Off!

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


Looking for a full time or part time role in the human services field? Come to our hiring event for Human Services positions in Dorchester. 

The event is free and walk-ins are always welcome. Please Bring Your Resume (and a smile!)

Friday, June 7th
1 p.m. – 4 p.m.
Adams St Library
690 Adams St, Dorchester 02122

We are hiring for staff to work in our Group Homes to assist adults with disabilities. We're hiring for positions including:

✓ Residential Counselors (Direct Care Professionals)
✓ Awake Overnight Residential Counselors (Direct Care Professionals)
✓ Relief Residential Counselors (Direct Care Professionals)
✓ Program Directors
✓ Outreach Workers
✓ LPHA Clinicians

In your role you will work together with the people we serve, their families, friends, employers, and other support staff to transform their lives by building life skills.

Competitive pay and great benefits!

Requirements:

All applicants must:
✓ Be at least 21 years of age
✓ Be able to successfully pass a CORI, reference, national fingerprinting and driving record check.
✓ Must have a United States Drivers license for 1 year and access to fully insured vehicle
✓ Possess at least a High School Diploma or GED

Vinfen is a leading nonprofit human services organization that ""transforms lives"" by building the capacity of individuals, families, organizations and communities to learn, thrive and achieve their goals. Vinfen supports thousands of adolescents and adults with psychiatric, developmental and behavioral disabilities at more than 200 sites with 3,100 employees in eastern Massachusetts and Connecticut.

Check out our careers page for info on current job opportunities, and even apply for a position at our company by following the instructions to submit an application and resume! 

We are committed to you! We offer PAID training, GREAT benefits, career GROWTH and job security!

Our comprehensive and generous benefits package includes:

A fully funded, employer-sponsored retirement plan that requires no employee contribution as well as an employee-funded 403(b) plan
Competitive Medical, Dental and Vision plans
Employer-paid Life, Accidental Death & Dismemberment and Long-Term Disability Insurance
Generous Vacation, Holiday, Personal and Sick Time Benefits
Flexible Spending Reimbursement Accounts (Health and Dependent care)
Educational Assistance and Remission Programs
$500 Employee Referral Bonus with no annual cap!
Other generous benefits and perks!

Founded in 1977, for 40 years Vinfen has been a leading nonprofit human services organization that ""transforms lives"" by building the capacity of individuals, families, organizations and communities to learn, thrive and achieve their goals. To learn more about Vinfen, and/or to apply to this or other Vinfen positions, please visit our website at www.vinfen.org/careers.

My Job. My Community. My Vinfen

Vinfen is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. 

Keywords: rehabilitation, social counselor, social worker, provider, support staff, social services provider, counselor, mental health, psychiatric, social services, mentor, counseling, social work, group home, DSP, Direct Care, psychology, mental illness, mental health, psychiatric, outreach worker, outreach services, community based, human services, nonprofit, crisis, trauma, advocacy, recovery.    "
221,Direct Support Professional,"Norwell, MA",Jun  5,https://boston.craigslist.org/sob/npo/d/norwell-direct-support-professional/6905529188.html,"
compensation: Will depend on candidate experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Direct Support Professional/Job Coach - Bridges to Work, Friendship Home (33 hours per week)

Friendship Home, whose mission is to enrich the lives of individuals with developmental disabilities and their families by providing quality respite care and support services in a safe and caring environment, is looking for a Direct Support Professional (DSP)/Job Coach to provide support to developmentally disabled adults within our Community Based Day Services (CBDS) setting, as well as support to participants employed in the community through our Supported Employment model. Within the CBDS setting, the DSP plans and facilitates skill-building classes within areas including (but not limited to) lifeskills, social skills, personal wellness and employment skills. The DSP also facilitates meaningful community integration experiences for participants in order to support fuller participation in community life. As needed, the DSP serves as a Job Coach within community employment settings in order to develop the individuals capacity to perform her/his job, develop social and emotional skills required to sustain employment, and facilitate integration and inclusion in the workplace.

The DSP/Job Coach assures that Friendship Home’s mission is met by helping individuals with developmental disabilities learn the necessary skills to meet their career goals. S/he is a role model for Bridges to Work participants, parents/guardians, community members, volunteers and staff in presenting a positive and cooperative attitude, and ABILITIES focused model within the program.

Representative Responsibilities

Transports clients as needed to job sites and trips following driving policies using agency and own vehicle as agreed.
Implements strength-based, vocational/individual support plans that are creative and responsive to the individual needs and goals; works creatively with the individual and team to continually build skills through enriching activities and opportunities.

Provides both individual and group training for program participants at the work site and within the BTW program; Assists in building and teaching classes within the curriculum.

Works with Case Managers and Job Developer to assure that both the employee and employer are satisfied with the employment experience.

Completes incident reports, task analysis, attendance and other required documentation as required/requested
Addresses problematic behavioral issues in a positive and proactive manner; responds to crises in a calm, effective and supportive manner; informs the supervisor of incidents and situations following protocol and utilizing appropriate judgment.

Maintains a positive program presence in the community by communication at job sites and participation in promotional events as requested.

Qualifications

Must be at least 18 years of age and have your High School Diploma

Demonstrated ability to serve and care for people with disabilities and their families.

Experience working with individuals with developmental disabilities through employment, volunteering, or school training is preferred

Valid MA drivers’ license, with positive driving record, adequate insurance and ability to travel to meetings as needed with own vehicle as agreed

Must be willing to undergo a background check, in accordance with local law/regulations

Must be able to regularly lift and/or move up to 50 pounds and occasionally lift and/or move up to 100 pounds

Schedule:

Monday 8a-2p

Tuesday 8a-3p

Wednesday 8a-4p

Thursday 8a-2p

Friday 8a-2p

OR

Monday 8a-2p

Tuesday 8a-2p

Wednesday 8a-4p

Thursday 8a-3p

Friday 8a-2p

About Friendship Home

Friendship Home’s mission is to enrich the lives of individuals with developmental disabilities and their families by providing quality respite care and support services in a safe and caring environment.

Founded in 1999 and located in Norwell MA, Friendship Home is a bustling overnight respite and activity center in Norwell, MA, that provides day and evening programs for individuals with developmental disabilities and those who care and advocate for them. Our members are given the opportunity to lead meaningful and productive lives by fulfilling their essential need for belonging and socialization. Our goal is to provide the highest quality of services to support each member in fulfilling their own personal potential. Our programming is person-centered, our staff are well versed in positive behavioral supports, and our families and community supporters are committed to quality services and meaningful engagement. 

Visit https://friendshiphome.net to learn more about Friendship Home.    "
222,Time for a career that matters--Help change the world Earn avg $12-$17,N/A,Jun  5,https://boston.craigslist.org/gbs/npo/d/boston-time-for-career-that-matters/6905401942.html,"
compensation: $480-$750 per week

employment type: full-time

","

QR Code Link to This Post


Call 617-292-4823












"
223,Live-In Part-Time Resident Assistant (Andover) Aug 2019-June 2020,Andover,Jun  5,https://boston.craigslist.org/nwb/npo/d/andover-live-in-part-time-resident/6905265077.html,"
compensation: Private Room, Board, Cable, Internet, Utilities, Off-Street Parking

employment type: part-time

non-profit organization

","

QR Code Link to This Post


A Better Chance is a national, non-profit organization providing academically talented students of color with an opportunity to attend outstanding public and private secondary schools. Since 1967, A Better Chance of Andover has been closing the education gap for students of color in American society. We bring motivated students to live in Andover, where they attend Andover High School to better prepare for college.

The RESIDENT ASSISTANT'S core responsibilities on the Resident Director's team include:
•	Living in residence with our 7-9 female scholars at the ABC dormitory late August-June
•	Participating in a rotating weekly supervisory schedule overseeing Sun-Thurs dinners, study hours, and weekends. (approximately 15-20 hours per week plus overnights). Off–duty from ABC during school hours, school vacations, summers, holidays and rotating weekends.
•	Supporting student academic progress in collaboration with the Academic Committee
•	Assisting students in establishing personal goals consistent with the program objectives
•	Attending family style dinners with students and creating a supportive family environment
•	Overseeing student chores related to the day-to-day upkeep of the house
•	Attending August staff and student orientations, weekly meetings and several fundraising or organizational events during the academic year
•	Sharing a school year of life with a remarkable and diverse group of young women!
•	Compensation: Private Room, Board (4 nights), Cable, Internet, Utilities, Off-Street Parking (no monetary compensation)


Resident Assistants require a Bachelors degree, be enrolled as a full-time student, or be employed full time elsewhere. Requires a car, current driver's license, and auto insurance.

More info at AndoverABC.org or check us out on Facebook.com/ABCAndover
Please submit resumes and cover letters by email.    "
224,Live-In Part-Time Resident Director (Andover) Aug 2019-June 2020,Andover,Jun  5,https://boston.craigslist.org/nwb/npo/d/andover-live-in-part-time-resident/6905263156.html,"
compensation: Private Apartment, Board (4 nights), Cable, Internet, Utilities, Off-Street Parking

employment type: part-time

non-profit organization

","

QR Code Link to This Post


A Better Chance is a national, non-profit organization providing academically talented students of color with an opportunity to attend outstanding public and private secondary schools. Since 1967, A Better Chance of Andover has been closing the education gap for students of color in American society. We bring motivated students to live in Andover, where they attend Andover High School to better prepare for college.

The RESIDENT DIRECTOR manages the daily operation of a small dormitory located in downtown Andover and is responsible for managing a staff of 2 Resident Assistants and the Cook. The Resident Director ensures the academic and personal growth and well-being of 7-9 female students who attend Andover High School. The position reports to the President of A Better Chance of Andover.

Responsibilities include but are not limited to:

•	Living in residence with our 7-9 female scholars at the ABC dorm late August-June.
•	The day-to-day supervision of female scholars and management of the staff.
•	Managing and participating in a rotating weekly supervisory schedule overseeing Sun-Thurs dinners, study hours, and weekends. (approximately 15-20 hours per week plus overnights). Off-duty from ABC during school hours, school vacations, summers, holidays and rotating weekends.
•	Supporting student academic progress in collaboration with the Academic Committee
•	Assisting students in establishing personal goals consistent with the program responsibilities.
•	Attending family style dinners with students and creating a supportive family environment.
•	Interacting with parents of students, Host Families, ABC of Andover Board of Directors, Andover High School staff and other interested persons in the community.
•	Overseeing the students' chores related to day-to-day upkeep of the house.
•	Administration of the household, e.g. purchasing supplies and groceries, collaborating with the Treasurer to pay bills.
Compensation: Housing in a separate 3 bedroom apartment adjoining the dormitory near downtown Andover, board of four dinners a week prepared by the Cook, cable, internet, utilities, and off-street parking.

Resident Directors require a Bachelors degree, be enrolled as a full-time student, or be employed full time elsewhere. Requires a car (with current drivers license and auto insurance).

The successful candidate will:

•	Possess a Bachelors degree and a track record of demonstrated success working with high school talented youth (preferably female students).
•	Foster an environment of academic achievement
•	Demonstrate an ability to exercise authority and maintain discipline with compassion and consistency with a close dormitory living situation
•	Possess maturity, leadership, good judgment, strong communication and decision-making skills, a sense of humor, a collaborative nature, enthusiasm, flexibility, and a strong desire to help young women of color succeed
•	Be able to work productively with Board members, host families, scholars' families, residence staff and high school personnel.
•	Be a couple or individual who is well-organized, energetic and flexible.

More info at AndoverABC.org or check us out on Facebook.com/ABCAndover Please submit resumes and cover letters by email.
"
225,► ANGRY ABOUT ALABAMA'S ABORTION LAW? DON'T MOURN - MOBILIZE!,South Station,Jun  5,https://boston.craigslist.org/gbs/npo/d/angry-about-alabamas-abortion-law-dont/6905227016.html,"
compensation: $12-$16/hour

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post






Apply Online Now:

or by Phone:
617-338-7882
or by texting 'act' to 97211

Click here to read more about Grassroots Campaigns and our work. "
226,Executive Director,"Boston, Brookline, Cambridge",Jun  5,https://boston.craigslist.org/gbs/npo/d/roslindale-executive-director/6905218960.html,"
compensation: 70-85K/year; health insurance reimbursement and paid holidays and vacation

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Executive Director 

Massachusetts Institute for Psychoanalysis (MIP)

The Massachusetts Institute for Psychoanalysis (MIP), founded in 1987, is a membership organization of psychoanalysts, psychotherapists and academics committed to teaching, learning and practicing psychoanalysis and psychoanalytic psychotherapy. From its inception it has sought to widen the scope of psychoanalytic thought through its comparative approach to theory and by expanding its reach to a diverse range of individuals and cultural settings. 

Currently the Institute is responsible for running a four-year training program in psychoanalysis, two postgraduate fellowship programs, one in Boston, MA and one in Amherst, MA, and a child and adolescent fellowship program in Boston. In addition we sponsor continuing educational programs for our membership and the wider community. 

Summary Job Description 
Reporting to the Board President the Executive Director (ED) is the key management officer of MIP.

The Executive Director will be responsible for administering the day-to-day operations of the Institute. Working closely with committee co-chairs and the president the ED will assure the day to day functioning of all aspects of education and training. Additionally, the ED will be responsible for membership services, developing alumni services, financial management (in conjunction with the Board Treasurer), and communications (internal and external). The ED, in collaboration with the president, and relevant committees, will work to implement new programs, a Diversity and Inclusion initiative, a fundraising strategy, and other initiatives. 

Although MIP has been in existence for over 30 years, we are hiring our first Executive Director. 
Some of the duties will reflect our 30-year history and track-record, while others may be geared more toward the creation of new systems, protocols, and relationships.  The ED will be able to hire, in conjunction with the board of directors, an additional staff member to help administer the range of organizational needs and responsibilities.

Key Areas of Responsibility 
●	Management and Leadership: Works in close partnership with the Board President to communicate MIP’s mission, vision, and priorities to the broader community.  Serves as a thought partner with leadership on issues including but not limited to the following: 1) implementing a new, sustainable financial model dependent on diversified funding streams; 2) creating short and long term goals that meet the needs of MIP’s members and that are mission minded; 3) establishing systems that create efficiencies in an organization highly reliant on volunteer participation. Supervises one staff person, consultants, and interns as needed.  

●	Program Operations:  Oversees the operations of MIP which includes a 4-year training program for candidates, a 2-year fellowship program in Boston, MA and a 1-year program in Amherst, MA, a child fellowship program, a Saturday program series, continuing education courses for the community, and other special and ongoing initiatives. Responsible for maintaining MIP’s accreditation with the Massachusetts Medical Society (MMS) and the American Psychological Association (APA).

●	Marketing and Communications:  In conjunction with the Board of Directors, develop, document, and implement a comprehensive multi-channel strategy to strategically market MIP membership, programs, and expertise. 

●	Membership: Ensures that MIP meets and exceeds the expectations of its members. Develops, deploys, and makes use of ongoing and timely feedback mechanisms. With the Administrative Coordinator, responds to member requests.

●	Fundraising:  Works in partnership with the Board of Directors to develop, lead, and expand a small but growing fundraising program including an annual fund, major gifts, and foundation grants. This includes the development of a scholarship program. 

●	Financial Management: Responsible for day-to-day financial management of  the MIP board approved budget. Works with the Board Treasurer to draft budget, set and monitor financial goals, and produce accurate and timely financial statements and reports for the Board of Directors. Produces periodic forecasts. Responsible for providing relevant documents and reports for annual tax returns.

●	Diversity, Equity, and Inclusion: Ability to integrate best practices in issues of diversity, equity, and inclusion throughout program areas in partnership with volunteer leadership.

●	Other duties as assigned.

Skills/Qualifications

•	Strong communication, organizational, and interpersonal skills with an ability to relate to a variety of people.
•	Good listener, quick learner, and intelligent decision-maker. Strong writing and editing skills.
•	A demonstrated track record in successfully leading a program, project, or organization through a period of transition, sustainability, and continued growth; 
•	Experience working with or serving on a working Board of Directors and/or membership organization;
•	Willing to solve both the small problems and weigh in on the difficult.
•	Fundraising, marketing, and/or communications experience;
•	Working knowledge of accounting and financial reporting;
•	Experience in event planning and management;
•	Tech savvy with proficiency in Word, Excel, Quickbooks, database and website management;  
•	Prior work in a membership organization is a plus;
•	Bachelor’s degree required; graduate degree a plus; graduate degree within mental health field especially advantageous; 
•	Familiarity with professional accreditation a plus.

The position is full time. Some night and weekends are required. 

Salary: 70-85K/year; health insurance reimbursement and paid holidays and vacation 

Interested candidates should provide a cover letter and resume


MIP has a strong and consistent commitment to equal opportunity and does not discriminate in any of its policies on the basis of age, disability, ethnicity, gender, gender identification, nationality, race, religion, and sexual orientation.
"
227,Licensed Practical Nurse (LPN) Part Time,Haverhill,Jun  5,https://boston.craigslist.org/nwb/npo/d/haverhill-licensed-practical-nurse-lpn/6905160154.html,"
compensation: $26/hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


As a Licensed Practical Nurse (L.P.N.), you will participate in the comprehensive assessment of physical health of the people Vinfen serves. Your work will be in a clinically intensive program that is tailored to meet the needs of a unique specialized population who have brain injuries, intellectual and developmental disabilities, or psychiatric conditions, and complex health needs. In your role you will work together with the people we serve, their families, friends, employers, and other support staff to transform their lives.


L.P.N. duties include providing nursing care, administering medication under the Medication Administration Plan (MAP) guidelines, and assisting individuals to become more a part of their communities. You will employ rehabilitation values, principles and techniques, including skills training, to help individuals served overcome barriers and to live more independently. Additionally, the L.P.N. will communicate any change in status to appropriate individuals, perform individual assessments with any change of status, and provide skilled nursing interventions as indicated. 

Requirements

A bachelor's degree in Social Work, Psychology or related field is preferred, but experience may substitute for education. High school diploma or GED required. 
Current L.P.N. license. 
1-2 years supervised practical experience, including internships, in a clinical or rehabilitation setting preferred. 
 Experience working with people with psychiatric conditions and/or co-occurring disorders strongly preferred. 
Strong time management and writing skills. 

All applicants must:

✓Must be a least 21 years of age and have held a valid US driver's license for at least one year and should be able to pass a CORI, driving record, employment reference check as well as a multi-state background check.
✓Must be able to become CPR and First Aid certified within two weeks of hire and become MAP certified within 150 days of hire.

How to Apply

Please click on the link below to view schedule ,  pay, create an account,  complete application and upload current resume"
